Ativo,Valor_1,Valor_2,Valor_3,Valor_4,Valor_5,Valor_6,Valor_7,Valor_8,Valor_9,Valor_10,Valor_11,Valor_12,Valor_13,Valor_14,Valor_15,Valor_16,Valor_17,Valor_18,Valor_19,Valor_20,Valor_21,Valor_22,Valor_23
WEGE3,15.64,100,29.79,8.76,155.26,-3.29,13.077818893134,44.44,9.3695912213333,-78.916311383138,13.037321427348,-70.663093097777,29.42,"186,53 Bilhões","6,58 Bilhões","40,03 Bilhões",18.04,22.39,"5,66 Bilhões",0.15,1.2506570697556,1.76,Bens Industriais
LIGT3,15.41,50,0.99,0.41,-43.18,31.69,23.74245472837,6.15,2.3159294,-62.342611382114,46.067879265276,649.07120756546,41.18,"2,29 Bilhões","2,32 Bilhões","15,07 Bilhões",2.89,27.4,"3,60 Bilhões",0,1.8466321424934,Utilidade Pública,
TECN3,15.17,50,6.19,0.96,553.94,-1.29,34.135667396061,6.13,1.8346452,-70.071040783034,11.911832352749,94.320266765889,15.53,"392,97 Milhões","63,45 Milhões","418,20 Milhões",11.32,"89,01 Milhões",0.25,1.7686328535051,3.97,Consumo Cíclico,
BLAU3,15.16,60,9.56,1.18,12.88,35.053973790638,14.29,8.3501302045833,-41.566618582342,20.157455196527,41.059868415164,12.33,"2,56 Bilhões","264,54 Milhões","1,77 Bilhão",8.42,0.84,"442,10 Milhões",0.23,2.892967734551,2.31,Saúde,
VTRU3,15.15,60,3.9,0.49,24.16,9.62,0.36006666666667,-96.257103257103,32.802499904733,240.98232749203,12.68,"1,29 Bilhão","330,71 Milhões","2,18 Bilhões","581,15 Milhões",0.93,0.2,0.2,Consumo Cíclico,,,,
COGN3,15.13,30,5.4,0.43,-36.4,18.64,41.787966793077,2.83,0.22240113333333,-92.14130270907,8.8074400366962,211.21696242743,7.9,"5,31 Bilhões","1,09 Bilhão","6,50 Bilhões",4.29,"1,42 Bilhão",0.55,0,2.15,Consumo Cíclico,
VALE3,14.88,70,7.99,1.24,66.73,4.71,-13.110295408371,55.37,127.37297874333,130.03969431701,83.317351134083,50.473814582053,15.57,"251,32 Bilhões","30,27 Bilhões","211,53 Bilhões",0.29,3.98,"22,96 Bilhões",0.46,9.5521005949786,8.6,Materiais Básicos
MOSI3,14.74,30,32.29,1.56,-1.2,-65.157243109411,8.24,0.002528,-99.96932038835,5.562957846326,-32.488375651383,4.82,"1,04 Bilhão","32,31 Milhões","219,11 Milhões",-0.93,-13.19,"539,08 Milhões",0,0.0025,Tecnologia da Informação,,
CGRA3,14.36,80,5.56,0.61,78.6,7.17,25.842609892787,28.99,41.698166666667,43.836380361045,74.581004619139,157.26458992459,10.98,"558,84 Milhões","104,65 Milhões","728,59 Milhões",10.12,8.07,"207,19 Milhões",0,7.8039230627824,9.56,Consumo Cíclico
CGRA4,14.36,80,5.18,0.57,66.05,0.71,13.676610738747,27,43.815646666667,62.280172839507,74.581004619139,176.22594303385,10.98,"558,84 Milhões","104,65 Milhões","728,59 Milhões",10.12,8.07,"207,19 Milhões",0,8.3411406210631,9.77,Consumo Cíclico
TOTS3,14.36,100,31.97,5.23,127.84,14.36,46.286148291122,41.9,6.0666666666667,-85.52108194113,15.3653750361,-63.328460534368,16.37,"25,11 Bilhões","806,67 Milhões","5,47 Bilhões",16.08,22.29,"1,94 Bilhão",0.34,1.188675915565,1.4,Tecnologia da Informação
LAND3,14.35,40,102.7,1.49,-1.66,-20.18,-24.064187794643,11.33,7.1613250791667,-36.793247315387,4.331339284794,-61.771056621412,1.46,"1,09 Bilhão","10,62 Milhões","73,98 Milhões","5,24 Milhões",0.14,3.0855097481422,0.63,Consumo não Cíclico,,
TFCO4,14.26,90,104.43,27.15,31.91,16.927332964642,13.89,2.8601481125,-79.408580903528,1.2213721791493,-91.206823764224,26,"13,14 Bilhões","125,86 Milhões","882,42 Milhões",26.98,37.26,"50,44 Milhões",0.3,1.4157695886154,1.59,Consumo Cíclico,
VLID3,14.01,50,7.22,1.26,296.47,8.85,81.376441371515,27.05,17.377707466667,-35.757088847811,42.426035638509,56.843015299479,17.51,"2,21 Bilhões","306,56 Milhões","2,19 Bilhões",2.44,"642,21 Milhões",0.34,3.2850606530998,11.35,Bens Industriais,
TRIS3,13.86,60,7.28,0.88,24.95,11.74,56.113069897408,7.11,4.0144109166667,-43.538524378809,13.314728686684,87.267632724107,12.16,"1,33 Bilhão","186,74 Milhões","1,32 Bilhão",8.41,0.34,"522,64 Milhões",0.59,3.8099768623638,4.19,Consumo Cíclico
SMTO3,13.75,70,6.46,1.07,19.7,7.1,-21.762283771744,20.97,21.984173703333,4.8363075981545,37.858288392372,80.535471589757,16.56,"6,97 Bilhões","1,08 Bilhão","7,85 Bilhões",12.79,4.58,"3,25 Bilhões",1.74,4.6102677244628,6.54,Consumo não Cíclico
PLPL3,13.69,90,8.25,3.8,25.27,66.394659971443,14.92,8.448161121125,-43.376936185489,12.634951523453,-15.315338314658,46.07,"3,05 Bilhões","421,71 Milhões","2,70 Bilhões",15.78,18.36,"464,79 Milhões",0.75,4.2796024053217,6.85,Financeiro,
